PLAZA CODE,PLAZA NAME,CONCESSIONAIRE TYPE,PLAZA SUB TYPE,STATE,CITY,LATITUDE,LONGITUDE
536025,Kuchhvada Toll Plaza,BOT,STATE,Gujarat,Deesa,24.4583,72.2698
536026,Sanathal Toll Plaza,Conc.,STATE,Gujarat,Ahmedabad,22.97411,72.47305
536027,Vaishnodevi Toll Plaza,Conc.,STATE,Gujarat,Ahmedabad,23.12824,72.51773
536032,Ramol Toll Plaza,Conc.,STATE,Gujarat,Ahmedabad,22.98407,72.6638
536033,Ranasan Toll Plaza,Conc.,STATE,Gujarat,Ahmedabad,23.09635,72.68619
536034,Bhat Toll Plaza,Conc.,STATE,Gujarat,Ahmedabad,23.11564,72.6421
536035,Tragad Toll Plaza,Conc.,STATE,Gujarat,Ahmedabad,23.12854,72.59257
536052,Tarana Toll Plaza,PF,NATIONAL,Gujarat,Tarana,22.741453,70.488588
536131,Angiya Toll Plaza,Conc.,STATE,Gujarat,Angiya,23.32546,69.31038
536132,Deshalpar Toll Plaza,Conc.,STATE,Gujarat,Deshalpar,23.19571,69.47114
536171,Kasherol Toll Plaza,Conc.,STATE,Gujarat,Kasherol,21.7152586268431,72.7810618346207
536200,Bhirandiyara Toll Plaza,PF,NATIONAL,Gujarat,Bhuj,23.633583,69.692159
536203,Rohisa Toll Plaza,PF,NATIONAL,Gujarat,Bhavnagar,21.190534,71.8638496
536309,Sundarpara Toll Plaza,PF,NATIONAL,Gujarat,Somnath,20.901753,70.514977
536310,Dodaka Toll Plaza,PF,NATIONAL,Gujarat,Vadodara,22.4374,73.0907
536311,Fajalpur Toll Plaza,PF,NATIONAL,Gujarat,Vadodara,22.4494,73.0959
536312,Samiyala Toll Plaza,PF,NATIONAL,Gujarat,Vadodara,22.2614,73.1093
536313,Sanpa Toll Plaza,PF,NATIONAL,Gujarat,Vadodara,22.0025,73.0051
536314,DahegamToll Plaza,PF,NATIONAL,Gujarat,Bharuch,21.6934,72.9247
536329,Velva Toll Plaza,PF,NATIONAL,Gujarat,Kodinar,20.805529,70.813545
536459,TP24 Nana Masera Toll Plaza,PF,NATIONAL,Gujarat,Tharad,24.5874659,71.72047
536460,TP25 Budhanpur Toll Plaza,PF,NATIONAL,Gujarat,Tharad,24.4189795,71.6499071
536461,TP26 Tharad Toll Plaza,PF,NATIONAL,Gujarat,Tharad,24.3819138,71.6471672
536462,TP27 Jorawargadh Toll Plaza,PF,NATIONAL,Gujarat,Jorawarga,24.090786,71.47042
536463,TP28 Varonosari Toll Plaza,PF,NATIONAL,Gujarat,Varonosar,23.910654,71.33903
536464,TP29 Bakutra Toll Plaza,PF,NATIONAL,Gujarat,Bakutra,23.797251,71.196877
536518,Himmatnagar Bypass Toll Plaza,PF,STATE,Gujarat,Himmatnagar,23.5929338,72.9444407
536612,Ena Toll Plaza,PF,NATIONAL,Gujarat,Surat,21.108402,73.031353
536711,Valinda Toll Plaza,PF,NATIONAL,Gujarat,Dholera,22.351507,72.249493
536712,Pipli Toll Plaza,PF,NATIONAL,Gujarat,Dholera,22.384881,72.257147
536713,Jalalpur Godhaneshvar toll plaza,PF,NATIONAL,Gujarat,Dholka,22.708651,72.381546
536714,Vejalka toll plaza,PF,NATIONAL,Gujarat,Ahmedabad,22.550805,72.311828
536715,Bhat Village Plaza,PF,NATIONAL,Gujarat,Bavla,22.872288,72.44108
536725,Moti Naroli Toll Plaza,PF,NATIONAL,Gujarat,Kim,21.41336,72.96237
536726,Ena VME Toll Plaza,PF,NATIONAL,Gujarat,Bardoli,21.10846,73.03039
536727,Gandeva Toll Plaza,PF,NATIONAL,Gujarat,Navsari,20.86442,73.07039
536743,Kukma Toll Plaza,PF,NATIONAL,Gujarat,Ahmedabad,23.21221352,69.79331291
536744,Varshamedi Fee Plaza,PF,NATIONAL,Gujarat,Anjar,23.14613399,70.10840624
536826,Zab Toll Plaza,CONC,STATE,Gujarat,Mandvi,21.302312,73.184301
536827,Karanj Toll Plaza,CONC,STATE,Gujarat,Mandvi,21.3737965,72.9837918
910000,Choryasi toll plaza,PF,NATIONAL,Gujarat,Ahmedabad,21.303367,72.95418
7001,Kherki Daula Toll Plaza,Conc.,NATIONAL,Haryana,Gurgaon,28.395604,76.98176
39001,L&T PANIPAT TOLL PLAZA,Conc.,NATIONAL,Haryana,Panipat,29.433664,76.97014
103001,Jat Gangaicha Toll Plaza,Conc.,NATIONAL,Haryana,Rewari,28.275006,76.613363
103002,Dighal Toll Plaza,Conc.,NATIONAL,Haryana,Jhajjar,28.776746,76.621688
104001,Makrauli Kalan Toll Plaza,Conc.,NATIONAL,Haryana,Rohtak,28.944307,76.609736
104002,Dahar Toll Plaza,Conc.,NATIONAL,Haryana,Panipat,29.31922,76.918442
154001,Gharonda Toll Plaza,PF,NATIONAL,Haryana,Karnal,29.582281,76.978398
154002,Ghagghar Toll Plaza,PF,NATIONAL,Haryana,Ambala,30.403876,76.736573
155001,Chandimandir Toll Plaza,Conc.,NATIONAL,Haryana,Panchkula,30.738834,76.897977
239400,Rohad Toll Plaza,Conc.,NATIONAL,Haryana,Rohtak,28.754563,76.795216
242000,Madina Toll Plaza,Conc.,NATIONAL,Haryana,Rohtak,28.9374978,76.3981516
242001,Mayar Toll Plaza,Conc.,NATIONAL,Haryana,Hisar,29.100827,75.885338
312001,Narwana Toll Plaza,Conc.,NATIONAL,Haryana,Dharamgarh,29.5781487,76.0887316
312002,Badopatti Toll Plaza,Conc.,NATIONAL,Haryana,Bado patti,29.298647,75.8199341
312003,Chaudhariwa Toll Plaza,Conc.,NATIONAL,Haryana,Chaudhari,28.9974934,75.6043331
312017,Bhavdeen  Toll Plaza,PF,NATIONAL,Haryana,Sirsa,29.5326385,75.2009966
312018,Khuian Malkna Toll Plaza,PF,NATIONAL,Haryana,Sirsa,29.8807,74.793858
312019,Main Jakhauli Toll Plaza,PF,NATIONAL,Haryana,Jakhauli,28.917251,77.161054
312020,Maujpur Toll Plaza,PF,NATIONAL,Haryana,Maujpur,28.284826,77.43934
312021,Chhajju Nagar Toll Plaza,PF,NATIONAL,Haryana,Chhajju Nagar,28.0989714,77.3639658
312022,Bhagan Toll Plaza,PF,NATIONAL,Haryana,Sonipat,29.071744,77.0601904
312023,Landhari Toll Plaza,PF,NATIONAL,Haryana,Hisar,29.2922726,75.6481065
312024,Milk Majra Toll Plaza,PF,NATIONAL,Haryana,Shahjadpur,30.2117,77.19388
312025,Kitlana Toll Plaza,PF,NATIONAL,Haryana,Bhiwani,28.69299,76.158534
312026,Chhara Toll Plaza,PF,NATIONAL,Haryana,Jhajjar,28.712879,76.724937
312027,Badarpur Faridabad Toll Plaza,PF,NATIONAL,Haryana,Faridabad,28.476208,77.305485
312028,Peont Toll Plaza,PF,NATIONAL,Haryana,Karnal,29.623442,76.784786
312029,Saini Majra Toll Plaza,PF,NATIONAL,Haryana,Saini Majr,30.196922,76.70574
312030,Thana Village Toll Plaza,PF,NATIONAL,Haryana,Kaithal,29.9105,76.50713
312031,Khatkar Toll plaza,PF,NATIONAL,Haryana,Narwana,29.3945179,76.2525359
312032,Jaloli Fee Plaza,PF,NATIONAL,Haryana,Jaloli,30.5859671,76.9452524
312035,Sirohi Bahali TOLL PLAZA,PF,NATIONAL,Haryana,Narnaul,27.93268775,76.12719041
312036,Kundali Toll Plaza,Conc.,STATE,Haryana,Kundali,28.911104,77.025054
312037,Kharkhoda Toll Plaza,Conc.,STATE,Haryana,Kharkhoda,28.858488,76.946385
312038,Asoda Toll Plaza,Conc.,STATE,Haryana,Asoda,28.725089,76.846528
312039,Badli Toll Plaza,Conc.,STATE,Haryana,Badli,28.575254,76.820849
312040,Farukhnagar Toll Plaza,Conc.,STATE,Haryana,Farukhnagar,28.455781,76.856801
312041,PATODI TOLL PLAZA,Conc.,STATE,Haryana,Patodi,28.391538,76.86769
312042,MANESHAR-7A Toll Plaza,Conc.,STATE,Haryana,Manesar,28.326367,76.890515
312043,MANESHAR-7B  Toll Plaza,Conc.,STATE,Haryana,Manesar,28.310995,76.895142
312044,TAURU TOLL PLAZA,Conc.,STATE,Haryana,Tauru,28.219695,76.997181
312045,NUH TOLL PLAZA,Conc.,STATE,Haryana,Nuh,28.179226,77.074981
312046,PALWAL TOLL PLAZA,Conc.,STATE,Haryana,Palwal,28.102706,77.30527
312047,Ghamroj Sohna Road Toll Plaza,Conc.,NATIONAL,Haryana,Gurugram,28.3336041,77.0673886
312048,Jharoti Toll Plaza,PF,NATIONAL,Haryana,Sonipat,28.9225,76.95248
312049,Karman Toll Plaza,DBFOT,NATIONAL,Haryana,Palwal,27.85546,77.40264
312050,Gadpuri Toll Plaza,DBFOT,NATIONAL,Haryana,Palwal,28.2492382609696,77.2914235867659
312051,Chandlana Toll Plaza,PF,NATIONAL,Haryana,Chandlana,29.861128,76.641341
312052,Mohna Toll Plaza,PF,NATIONAL,Haryana,Mohna,29.650296,76.559183
312053,Kheri Sharaf Ali Toll Plaza,PF,NATIONAL,Haryana,Kheri Shar,29.552076,76.534499
312054,Bahri Toll Plaza,PF,NATIONAL,Haryana,Bahri,29.485337,76.512439
312055,Amrawali Khera Toll Plaza,PF,NATIONAL,Haryana,Amrawali,29.366693,76.481095
312056,Chabri Toll Plaza,PF,NATIONAL,Haryana,Chabri,29.197681,76.469761
312057,Kilazafargarh Toll Plaza,PF,NATIONAL,Haryana,Kilazafarga,29.098408,76.425469
312058,Bainsi Toll Plaza,PF,NATIONAL,Haryana,Bainsi,29.026614,76.399856
312059,Kharkhara Toll Plaza,PF,NATIONAL,Haryana,Kharkhara,28.926778,76.376
312060,Kherari Toll Plaza,PF,NATIONAL,Haryana,Kherari,28.826478,76.348169
312061,Dadri Toll Plaza,PF,NATIONAL,Haryana,Dadri,28.606077,76.304827
312062,Buchawas Toll Plaza,PF,NATIONAL,Haryana,Buchawas,28.304683,76.223563
312063,Bhalkhi Toll Plaza,PF,NATIONAL,Haryana,Bhalkhi,28.208603,76.203269
312064,Jat Guwana Toll Plaza,PF,NATIONAL,Haryana,Jat Guwan,28.121286,76.179413
312065,Pabanawa Toll Plaza,PF,NATIONAL,Haryana,Pabanawa,29.904809,76.646841
312066,Bamla Toll Plaza,PF,NATIONAL,Haryana,Bhiwani,28.8048,76.2232
312067,Hilalpur Fee Plaza,PF,NATIONAL,Haryana,Gurugram,28.212915,77.124201
312068,Khalilpur NH fee plaza,PF,NATIONAL,Haryana,Palwal,28.158576,77.15209
312069,Kalinger Fee Plaza,PF,NATIONAL,Haryana,Nuh,28.023657,77.11306
312070,Ghata Samsabad Fee Plaza,PF,NATIONAL,Haryana,Nuh,27.765879,76.993905
312071,Tamsabad Toll Plaza,PF,NATIONAL,Haryana,Panipat,29.390801,77.135678
312073,Kiranj Toll Plaza,PF,NATIONAL,Haryana,Nuh,28.188888,77.172178
312074,Khalilpur SH Toll Plaza,BOT,STATE,Haryana,Mewat,28.157553,77.152888
313003,Morwala Toll Plaza,PF,NATIONAL,Haryana,Charkhi Dadri,28.641,76.3815
313004,Bass Toll Plaza,PF.,NATIONAL,Haryana,Bass,29.127304,76.209427
313005,Bisalwas Toll Plaza,PF,NATIONAL,Haryana,Jhajjar,28.468107,75.889119
536093,Jogewal Toll Plaza,PF,NATIONAL,Haryana,Mandi Dabwali,29.9621364,74.7514268
536094,Dabwali Toll Plaza,PF,NATIONAL,Haryana,Mandi Dabwali,29.9402019,74.7512062
536095,Alika Toll Plaza,PF,NATIONAL,Haryana,Mandi Dabwali,29.9209392,74.7269695
536096,Shergarh Toll Plaza,PF,NATIONAL,Haryana,Mandi Dabwali,29.9063058,74.6526411
536097,Abubshehar Toll Plaza,PF,NATIONAL,Haryana,Mandi Dabwali,29.8310108,74.541811
536098,Chautala Toll Plaza,PF,NATIONAL,Haryana,Mandi Dabwali,29.7874467,74.5186865
536343,Bandhwari Toll Plaza,Conc,STATE,Haryana,Gurugram,28.4122315,77.1669265
536344,Crusher Zone Toll Plaza,Conc,STATE,Haryana,Faridabad,28.4051151999999,77.2296242
536345,Pakhal Toll Plaza,Conc,STATE,Haryana,Faridabad,28.359658,77.215948
536346,Nunehra Toll Plaza,Conc,STATE,Haryana,Gurugram,28.24182,77.118246
536372,Jhinjholi Toll Plaza,PF,NATIONAL,Haryana,Sonipat,28.850034,77.018906
536406,Hassangarh Toll Plaza,PF,NATIONAL,Haryana,Rohtak,28.850278,76.825278
536407,Humanyupur Toll Plaza,PF,NATIONAL,Haryana,Rohtak,28.894856,76.798999
536408,Puthi Toll Plaza,PF,NATIONAL,Haryana,Sonipat,29.064444,76.684444
536409,Issapur Kheri Toll Plaza,PF,NATIONAL,Haryana,Sonipat,29.2264618,76.594204
536410,Jamni Toll Plaza,PF,NATIONAL,Haryana,Jind,29.401759,76.489368
536411,Alewa Toll Plaza,PF,NATIONAL,Haryana,Jind,29.460138,76.440484
536412,Kharak Pandwa Toll Plaza,PF,NATIONAL,Haryana,Kaithal,29.692118,76.282837
536454,Chandi Toll Plaza,Conc.,NATIONAL,Haryana,Rohtak,29.0071462850968,76.5083047511308
536465,Jamni NH152-D Toll Plaza,PF,NATIONAL,Haryana,Jind,29.401759,76.489368
536473,Peelak Toll Plaza,PF,NATIONAL,Haryana,Palwal,28.127789,77.406093
536539,Bartana Toll Plaza,PF,NATIONAL,Haryana,JIND,29.1625,762849
536575,Banaundi Toll Plaza,PF,NATIONAL,Haryana,Banaundi,30.4484338,77.0712295
536647,Bijwasan Toll Plaza,PF,NATIONAL,Haryana,Delhi,28.5336,77.0336
536664,Mohana Toll Plaza,Public Fun,NATIONAL,Haryana,Sonipat,29.22548,76.522786452
536776,Bawani Khera Toll Plaza,PF,NATIONAL,Haryana,Bhiwani,28.980313,76.017813
536845,Jasaur Kheri Toll Plaza,BOT,STATE,Haryana,Jhajjar,28.78848,76.881542
317002,Dolhu Nallah Fee Toll Plaza,PF,NATIONAL,Himachal Pradesh,Mandi,31.720926,76.945425
317003,Sanwara Toll Plaza,PF,NATIONAL,Himachal Pradesh,Sanwara,30.890896,77.005475
340064,Takoli  Toll Plaza,PF,NATIONAL,Himachal Pradesh,Takoli,31.8108638888889,77.1840555555556
350047,Baloh Toll Plaza,PF,NATIONAL,Himachal Pradesh,Baloh,31.42038,76.7983
517000,Alooground Manali Toll Plaza,Conc.,STATE,Himachal Pradesh,Manali,32.199801,77.188008
517001,Sumaropa Toll Plaza,Conc.,STATE,Himachal Pradesh,Kasol,32.0061,77.2777
517002,Jagatsukh Toll Plaza,Conc.,STATE,Himachal Pradesh,Manali,32.19613,77.203707
517003,Atal Tunnel Toll Plaza,PF,STATE,Himachal Pradesh,Manali,32.44013,77.1651
536485,Ghatta Toll Plaza,PF,NATIONAL,Himachal Pradesh,Kangra,32.02941,76.246884
536597,Govind Ghat Toll Plaza,Conc.,STATE,Himachal Pradesh,Paonta Sahib,30.4351,77.626
536638,Parwanoo Toll Plaza,Conc.,STATE,Himachal Pradesh,Parwanoo,30.840418,76.944969
536639,Tipra Byepass Toll Plaza,Conc.,STATE,Himachal Pradesh,Parwanoo,30.836107,76.968422
536640,Garamoura Toll Plaza,Conc.,STATE,Himachal Pradesh,Swarghat,31.216666,76.653402
536643,Baddi Toll Plaza,Conc.,STATE,Himachal Pradesh,Baddi,30.922329,76.801148
536679,Tunuhatti Toll Plaza,Conc,STATE,Himachal Pradesh,Tunuhatti,32.480878,75.909629
536680,Nurpur Toll Plaza,Conc.,STATE,Himachal Pradesh,NURPUR,32.283381,75.770398
318004,Bann Toll Plaza,PF,NATIONAL,Jammu & Kashmir,Udhampur,32.838928,74.940536
318006,Kaichachkoot Toll Plaza,PF,NATIONAL,Jammu & Kashmir,Pulwama,33.874607,75.043232
318007,Lakhanpur Toll Plaza,PF,NATIONAL,Jammu & Kashmir,Jammu,32.382108,75.598964
318009,Nashri toll plaza,PF.,NATIONAL,Jammu & Kashmir,Ramban,33.1299,75.29348
318010,Mada toll plaza,PF.,NATIONAL,Jammu & Kashmir,Ramban,33.1304683,75.2941524
318011,Ujroo toll plaza,PF,NATIONAL,Jammu & Kashmir,Quazigund,33.5678,75.1832
318012,Lamber toll plaza,PF,NATIONAL,Jammu & Kashmir,Banihal,34.0922,74.8022
536426,Dondpur plaza,PF,NATIONAL,Jammu & Kashmir,Jammu,32.676933,74.766253
209001,Beliyad toll plaza,Conc.,NATIONAL,Jharkhand,Dhanbad,23.763627,86.79803
392008,Rasoiya Dhamna Toll Plaza,PF,NATIONAL,Jharkhand,Hazaribagh,24.3234,85.3881
392010,Tand Balidih Toll Plaza,PF,NATIONAL,Jharkhand,Bokaro,23.6679825,86.0449121
392011,Murma Toll Plaza,PF,NATIONAL,Jharkhand,Ranchi,23.4467255,85.1199769
392012,Sosokhurd Toll Plaza,PF,NATIONAL,Jharkhand,Dhanbad,23.548958,85.756721
392013,Ghanghri Toll Plaza,PF,NATIONAL,Jharkhand,Giridih,24.030088,85.948654
392014,Pundag toll plaza,TOT,NATIONAL,Jharkhand,Ranchi,23.542861,85.502734
392015,Navasari Toll Plaza,PF,NATIONAL,Jharkhand,Dhanbad,23.797494,86.430301
392016,Kothiya Toll Plaza,PF,NATIONAL,Jharkhand,Sahibganj,25.238246,87.647616
392017,KOKPARA TOLL PLAZA,PF,NATIONAL,Jharkhand,Kokpara,22.4459665,86.5983467
392018,Nagwan Toll plaza,PF,NATIONAL,Jharkhand,Hazaribagh,24.044628,85.385762
392019,Edalhatu Toll Plaza,PF.,NATIONAL,Jharkhand,Ranchi,23.1806311,85.5742348
392020,Pata Toll Plaza,PF,NATIONAL,Jharkhand,Chandil,22.930225,86.063708
392021,Pupunki Toll Plaza,PF,NATIONAL,Jharkhand,Bokaro,23.668205,86.045153
392022,Adityapur Toll Bridge,BOT,STATE,Jharkhand,Adityapur,22.7998439,86.1444717
392023,Putru Toll Plaza,PF,NATIONAL,Jharkhand,Jamshedpur,22.681826,86.397622
536063,Patrachauli Toll Plaza,PF,NATIONAL,Jharkhand,Ranchi,23.3215317,85.1503319
536179,Tetla Toll Plaza,PF,NATIONAL,Jharkhand,Ranchi,22.6437798,86.1739273
536213,Hariharnath Toll Plaza,PF,NATIONAL,Jharkhand,Harihargan,24.505163,84.248302
536395,Turup Toll Plaza,PF,NATIONAL,Jharkhand,Ranchi,23.40538,85.467893
536431,Madangundi Toll Plaza,PF,NATIONAL,Jharkhand,Koderma,24.3689118,85.4830706
536471,Garhdevi Toll Plaza,PF,NATIONAL,Jharkhand,Garhwa,24.103789,83.531862
536493,Anjan Dham Toll Plaza,PF,NATIONAL,Jharkhand,Gumla,23.125504,84.690698
536710,Bansidhar Toll Plaza,PF,NATIONAL,Jharkhand,Garhwa,24.263388,83.420065
536749,Medininagar Toll Plaza,PF,NATIONAL,Jharkhand,Daltonganj,23.9834244604098,84.1355160522068
536753,Yogini Mata Toll Plaza,PF,NATIONAL,Jharkhand,Godda,24.7010083,87.18446911
16001,Vanagiri Toll Plaza,Conc.,NATIONAL,Karnataka,Koppal,15.819341,76.174865
16002,Shahapur Toll Plaza,Conc.,NATIONAL,Karnataka,Koppal,15.357898,76.312781
16003,Hitnal Toll Plaza,Conc.,NATIONAL,Karnataka,Koppal,15.323649,76.303646
17001,Karjeevanhally Toll Plaza,Conc.,NATIONAL,Karnataka,Tumkur,13.612918,76.953866
17002,Guilalu Toll Plaza,Conc.,NATIONAL,Karnataka,Chitradurga,14.053778,76.560573
29001,Laxamannath Toll Plaza,Conc.,NATIONAL,Karnataka,Bangalore,13.193545,77.64981
35001,ELECTRONIC CITY Phase-1 Toll Plaza,Conc.,NATIONAL,Karnataka,Bangalore,12.84615,77.671765
35002,ATTIBELLE TOLL PLAZA,Conc.,NATIONAL,Karnataka,Bangalore,12.776883,77.777119
46001,Bijapur Toll Plaza,Conc.,NATIONAL,Karnataka,Bijapur,16.786741,75.739648
46002,Nagarhalla Toll Plaza,Conc.,NATIONAL,Karnataka,Bagalkot,16.290371,75.923507
111001,Hirebgewadi toll plaza,Conc.,NATIONAL,Karnataka,Belagavi,15.76311,74.64785
115001,Kulumapalya toll plaza,Conc.,NATIONAL,Karnataka,Bangalore,13.114638,77.37463
115002,Chokkenahalli toll plaza,Conc.,NATIONAL,Karnataka,Tumkur,13.302065,77.161956
116001,Banglaore-Nelamangala Plaza,Conc.,NATIONAL,Karnataka,Bangalore,13.090678,77.399788
116003,Devanahalli Toll Plaza,Conc.,NATIONAL,Karnataka,Bangalore,13.1935464,77.6475256
118001,Nelamangala Toll Plaza,Conc.,NATIONAL,Karnataka,Bangalore,13.0924871,77.3944374
118002,Bellur Toll Plaza,Conc.,NATIONAL,Karnataka,Mandya,12.9628049,76.7704144
119001,Hoskote Toll Plaza,Conc.,NATIONAL,Karnataka,Bangalore,13.059436,77.770734
119002,Mulbagal Toll Plaza,Conc.,NATIONAL,Karnataka,Kolar,13.148469,78.290548
120001,Shantigrama Toll Plaza,Conc.,NATIONAL,Karnataka,Hassan,12.982709,76.228913
120002,Kadabhalli(Kirasave) Toll Plaza,Conc.,NATIONAL,Karnataka,Mandya,12.958304,76.623563
239600,Nangli Toll Plaza,Conc.,NATIONAL,Karnataka,Kolar,13.194547,78.545287
257001,Sasthan Toll Plaza,Conc.,NATIONAL,Karnataka,Sasthan,13.476043,74.7127896
257002,HEJAMADI TOLL PLAZA,Conc.,NATIONAL,Karnataka,Hejamadi,13.1075003,74.7844545763
257003,TALAPADY TOLL PLAZA,Conc.,NATIONAL,Karnataka,Talapady,12.7590772,74.8743029
340057,Gananguru Toll Plaza,PF,NATIONAL,Karnataka,Mandiya,12.472697,76.760373
356006,Belekeri Toll Plaza,Conc.,NATIONAL,Karnataka,Hattikeri,14.7104272,74.2935113
356007,Holgegadde Toll Plaza,Conc.,NATIONAL,Karnataka,Dhareshwar,14.3594475,74.4184843
356008,Shirur Toll Plaza,Conc.,NATIONAL,Karnataka,Shiroor,13.9333649,74.5965095
356016,Bankapur Toll Plaza,PF,NATIONAL,Karnataka,Haveri,14.90999,75.2798
356017,Bagepalli Toll Plaza,PF,NATIONAL,Karnataka,Chikballapur,13.79295,77.764358
356018,Kognoli Toll Plaza,PF,NATIONAL,Karnataka,Belagavi,16.5422,74.31825
356019,Chalageri Toll Plaza,PF,NATIONAL,Karnataka,Haveri,14.556782,75.728072
356020,Hebbalu Toll Plaza,PF,NATIONAL,Karnataka,Davanagere,14.375564,76.106875
356021,Hattargi Toll Plaza,PF,NATIONAL,Karnataka,Belagavi,16.1433,74.51696
356023,Brahamarakotlu Toll Plaza,PF,NATIONAL,Karnataka,Dakshina Kannada,12.8751,75.0039
356024,Yeddore Toll Plaza,PF,NATIONAL,Karnataka,Mysore,12.247019,76.883537
356025,K N Huindy TOLL PLAZA,PF,NATIONAL,Karnataka,Ramanagara,12.9194122,77.4686378
356026,Kannole TOLL PLAZA,PF,NATIONAL,Karnataka,Gulbarga,17.3970044,76.7064433
356027,Harwal TOLL PLAZA,PF,NATIONAL,Karnataka,Gulbarga,17.021227,76.6828832
356028,Kannegala TOLL PLAZA,PF,NATIONAL,Karnataka,Malavalli,11.981411,76.996146
356029,Hirehalli Toll plaza,PF,NATIONAL,Karnataka,Hirehalli,14.524962,76.6644745
356030,Tidagundi Toll Plaza,BOT.,NATIONAL,Karnataka,Vijayapura,17.00835,75.75887
356100,Mangalgi Toll Plaza,Conc.,NATIONAL,Karnataka,Bidar,17.7454925,77.3171313
356103,Thimmalapura Toll Plaza,Conc.,NATIONAL,Karnataka,Bellary,15.05737,76.3569
356104,Kananakatte Toll Plaza,Conc.,NATIONAL,Karnataka,Davangere,14.5381,76.4269
356106,Nalavadi Toll Plaza,PF,NATIONAL,Karnataka,Nalavadi,15.3698720210228,75.3574463349788
356107,Halligudi Fee Plaza,PF,NATIONAL,Karnataka,Halligudi,15.3909,75.8551
356108,Jajirakallu Toll Plaza,Conc.,NATIONAL,Karnataka,Jajirakallu,14.98163,76.834694
356109,Rajatadripura Toll Plaza,PF,NATIONAL,Karnataka,Rajatadrip,13.319,76.6963
356110,Sheshagirihalli Toll Plaza,PF,NATIONAL,Karnataka,Ramanagara,12.84035,77.41846
356111,Kaniminike Toll Plaza,PF,NATIONAL,Karnataka,Bengaluru,12.8596,77.43111
356112,Ganebail Toll Plaza,PF,NATIONAL,Karnataka,Belgaon,15.692835,74.503531
536044,Sarasamba Toll Plaza,Concessio,STATE,Karnataka,Kalaburagi,17.5809346,76.4218373
536045,Pattana Toll Plaza,Concessio,STATE,Karnataka,Kalaburagi,17.3970162,76.7061871
536046,Sannur Toll Plaza,Concessio,STATE,Karnataka,Kalaburagi,17.2883106,77.0015798
536047,Jawahar Nagar Toll Plaza,Concessio,STATE,Karnataka,Kalaburagi,17.1287679,77.3493783
536062,Moka Toll Plaza,Conc.,STATE,Karnataka,Ashok Nagar,15.194774,76.999231
536076,Balenahalli Toll Plaza,PF,NATIONAL,Karnataka,Chitradurga,14.03276798,76.63698973
536107,Kallapura Toll Plaza,Conc.,STATE,Karnataka,Bangalore,14.0805,75.5345
536108,Kutrahalli Toll plaza,Conc.,STATE,Karnataka,Bangalore,14.2849,75.3058
536125,HEDIYALA TOLL PLAZA,Conc.,STATE,Karnataka,Bangalore,14.547139,75.547111
536126,HAMSABHAVI TOLL PLAZA,Conc.,STATE,Karnataka,Bangalore,14.561583,75.346972
536127,DANNUR TOLL PLAZA,Conc.,STATE,Karnataka,Bangalore,16.15425,76.085778
536128,DEVARAHULA BAGAL TOLL PLAZA,Conc.,STATE,Karnataka,Bangalore,16.417556,76.250806
536165,Maddur Checkpost Toll Plaza,BOT,STATE,Karnataka,Gundlupet,11.76904,76.54773
536166,G S Betta Checkpost Toll Plaza,BOT,STATE,Karnataka,Gundlupet,11.720622,76.580423
536167,Kekkanahalla checkpost Toll Plaza,BOT,STATE,Karnataka,Gundlupet,11.618946,76.590337
536183,Linglapura Toll Plaza,PF,NATIONAL,Karnataka,Linglapura,13.44391,76.13782
536198,Hulikunte Toll Plaza,PF,NATIONAL,Karnataka,Bengaluru,13.271,77.3475
536350,SKT Toll Plaza,BOT,STATE,Karnataka,Sandur,15.086331,76.563406
536351,Bhujanganagar Toll Plaza,BOT,STATE,Karnataka,Sandur,15.076736,76.559806
536352,Babaiya toll Plaza,BOT,STATE,Karnataka,Sandur,15.101522,76.571192
536353,ZP Road Toll Plaza,BOT,STATE,Karnataka,Sandur,15.108936,76.570494
536354,Hosapete Bypass Toll Plaza,BOT,STATE,Karnataka,Sandur,15.110119,76.515472
536355,Dharmapur Toll Plaza,BOT,STATE,Karnataka,Sandur,15.064975,76.528664
536383,Chowlagere Toll Plaza,PF,NATIONAL,Karnataka,Hassan,12.963535,75.99261
536422,Mulawad Toll Plaza,PF,NATIONAL,Karnataka,Bijapur,16.636787,75.731832
536437,Chakenahalli Toll Plaza,Conc.,STATE,Karnataka,Chakenah,12.9824,76.8837
536450,Mustapur Toll Plaza,PF,NATIONAL,Karnataka,Aurad,18.09738885,77.45056418
536478,Jalahalli Toll Plaza,Conc,STATE,Karnataka,Jalahalli,16.3711,76.7678
536479,Kakargal Toll Plaza,Conc,STATE,Karnataka,Kakargal,16.3367,77.0619
536482,Sathyagala Toll Plaza,PF,NATIONAL,Karnataka,Bangalore,12.285128,77.131438
536498,Attigulipura Toll plaza,PF,NATIONAL,Karnataka,Chamaraja,11.823441,77.007612
536519,Somanahalli Toll Plaza,PF,NATIONAL,Karnataka,Somanaha,12.783658,77.500957
536545,Punjanur Checkpost Toll Plaza,Conc.,STATE,Karnataka,Chamarajanagar,11.773484,77.107192
536558,Nijagal Kempohalli Toll Plaza,State,STATE,Karnataka,Nelamangala,13.2571,77.2485
536574,Maharajpet Toll Plaza,Conc.,STATE,Karnataka,HANGAL,14.80611,75.15253
